provisi,Negara,Tanggal,kasus,kematian,pulih,terjangkit
,Indonesia,2022-01-03,4263433,144102,,
,Indonesia,2022-08-08,6249403,157113,,
,Indonesia,2020-04-28,9511,773,1254,7484
,Indonesia,2022-07-06,6100671,156770,,
,Indonesia,2021-05-30,1816041,50404,1663998,101639
,Indonesia,2020-04-23,7775,647,960,6168
,Indonesia,2022-06-27,6081896,156726,,
,Indonesia,2022-09-18,6408806,157892,,
,Indonesia,2020-03-23,579,49,30,500
,Indonesia,2020-04-11,3842,327,286,3229
,Indonesia,2020-07-11,74018,3535,34719,35764
,Indonesia,2021-03-03,1353834,36721,1169916,147197
,Indonesia,2020-05-11,14265,991,2881,10393
,Indonesia,2022-10-30,6490622,158597,,
,Indonesia,2020-06-11,35295,2000,12636,20659
,Indonesia,2022-09-25,6422529,158014,,
,Indonesia,2020-09-11,210940,8544,150217,52179
,Indonesia,2021-03-11,1403722,38049,1224603,141070
,Indonesia,2020-08-11,128776,5824,83710,39242
,Indonesia,2021-10-18,4235384,142999,,
,Indonesia,2022-10-21,6467189,158398,,
,Indonesia,2021-04-28,1657035,45116,1511417,100502
,Indonesia,2020-08-16,139549,6150,93103,40296
,Indonesia,2022-05-03,6047315,156305,,
,Indonesia,2020-09-16,228993,9100,164101,55792
,Indonesia,2021-06-01,1826527,50723,1674479,76634
,Indonesia,2021-08-13,3804943,115096,,
,Indonesia,2021-07-18,2877476,73582,2261658,542236
,Indonesia,2022-10-13,6452078,158263,,
,Indonesia,2022-02-05,4480423,144497,,
,Indonesia,2021-02-08,1166079,31763,963028,171288
,Indonesia,2022-04-23,6043768,156067,,
,Indonesia,2022-07-05,6097928,156766,,
,Indonesia,2021-02-17,1243646,33788,1047676,162182
,Indonesia,2020-12-23,685639,20408,558703,106528
,Indonesia,2021-05-07,1703632,46663,1558423,98546
,Indonesia,2022-02-13,4807778,145176,,
,Indonesia,2020-10-23,381910,13077,305100,63733
,Indonesia,2022-01-25,4294183,144247,,
,Indonesia,2020-07-16,81668,3873,40345,37450
,Indonesia,2021-02-23,1298608,35014,1104990,158604
,Indonesia,2020-05-16,17025,1089,3911,12025
,Indonesia,2021-07-27,3239936,86835,2596820,556281
,Indonesia,2021-05-31,1821703,50578,1669119,102006
,Indonesia,2020-10-29,404048,13701,329778,60569
,Indonesia,2020-04-10,3512,306,282,2924
,Indonesia,2022-04-03,6015748,155164,,
,Indonesia,2020-06-01,26940,1641,7637,17662
,Indonesia,2021-05-27,1797499,49907,1649187,98405
,Indonesia,2022-08-15,6286362,157252,,
,Indonesia,2022-03-17,5939082,153212,,
,Indonesia,2022-02-09,4580093,144719,,
,Indonesia,2021-11-28,4255936,143808,,
,Indonesia,2021-01-07,797723,23520,659437,114766
,Indonesia,2021-12-13,4259249,143948,,
,Indonesia,2021-12-07,4258076,143893,,
,Indonesia,2022-10-18,6460265,158345,,
,Indonesia,2020-12-22,678125,20257,552722,105146
,Indonesia,2021-08-17,3892479,120013,,
,Indonesia,2020-07-24,95418,4665,53945,36808
,Indonesia,2022-11-26,6646093,159641,,
,Indonesia,2021-09-25,4206253,141381,,
,Indonesia,2021-01-13,858043,24951,703464,129628
,Indonesia,2020-05-05,12071,872,2197,9002
,Indonesia,2022-03-23,5981022,154221,,
,Indonesia,2020-08-29,169195,7261,122802,39132
,Indonesia,2021-12-08,4258340,143909,,
,Indonesia,2021-01-20,939948,26857,763703,149388
,Indonesia,2021-09-03,4116890,134930,,
,Indonesia,2022-08-09,6255679,157131,,
,Indonesia,2021-04-03,1527524,41242,1366214,120068
,Indonesia,2020-04-29,9771,784,1391,7596
,Indonesia,2022-05-26,6053670,156556,,
,Indonesia,2020-10-06,311176,11374,236437,63365
,Indonesia,2021-11-27,4255672,143807,,
,Indonesia,2020-12-12,611631,18653,501376,91602
,Indonesia,2021-04-10,1562868,42443,1409288,111137
,Indonesia,2022-08-16,6292231,157277,,
,Indonesia,2020-10-03,299506,11055,225052,63399
,Indonesia,2022-07-29,6197495,156970,,
,Indonesia,2022-09-02,6366518,157608,,
,Indonesia,2020-03-19,311,25,11,
,Indonesia,2020-08-10,127083,5765,82236,39082
,Indonesia,2021-06-13,1911358,52879,1745091,113388
,Indonesia,2022-06-06,6056017,156604,,
,Indonesia,2020-09-15,225030,8965,161065,55000
,Indonesia,2021-05-12,1728204,47617,1584878,83142
,Indonesia,2020-06-14,38277,2134,14531,21612
,Indonesia,2020-07-14,78572,3710,37636,37226
,Indonesia,2020-08-20,147211,6418,100674,40119
,Indonesia,2022-06-26,6080451,156717,,
,Indonesia,2022-10-24,6472664,158454,,
,Indonesia,2020-09-20,244676,9553,177327,57796
,Indonesia,2021-08-02,3462800,97291,2842345,523164
,Indonesia,2021-09-19,4190763,140468,,
,Indonesia,2021-10-27,4241809,143299,,
,Indonesia,2022-09-16,6405044,157876,,
,Indonesia,2022-04-25,6044467,156133,,
,Indonesia,2020-08-19,144945,6346,98657,39942
,Indonesia,2021-08-30,4079267,132491,,
,Indonesia,2020-12-07,581550,17867,479202,84481
,Indonesia,2021-01-28,1037993,29331,842122,166540
,Indonesia,2020-07-19,86521,4143,45401,36977
,Indonesia,2021-02-14,1217468,33183,1025273,159012
,Indonesia,2020-04-19,6575,582,686,5307
,Indonesia,2022-04-17,6039873,155866,,
,Indonesia,2020-03-10,27,0,2,
,Indonesia,2022-07-15,6127084,156833,,
,Indonesia,2021-12-28,4262157,144071,,
,Indonesia,2020-05-25,22750,1391,5642,15717
,Indonesia,2021-11-13,4250516,143644,,
,Indonesia,2021-04-26,1647138,44771,1501715,100652
,Indonesia,2022-01-27,4309270,144261,,
,Indonesia,2021-05-04,1686373,46137,1541149,99087
,Indonesia,2022-11-10,6544201,158989,,
,Indonesia,2020-12-02,549508,17199,458880,73429
,Indonesia,2021-04-25,1641194,44594,1496126,100474
,Indonesia,2022-05-05,6047741,156340,,
,Indonesia,2022-02-15,4807778,145176,,
,Indonesia,2021-11-11,4249758,143608,,
,Indonesia,2022-07-13,6120169,156818,,
,Indonesia,2021-02-09,1174779,31976,973452,169351
,Indonesia,2020-11-23,502110,16002,422386,63722
,Indonesia,2021-08-23,3989060,127214,,
,Indonesia,2022-01-07,4265187,144121,,
,Indonesia,2021-11-05,4247320,143519,,
,Indonesia,2021-07-15,2726803,70192,2176412,480199
,Indonesia,2021-02-15,1223930,33367,1032065,158498
,Indonesia,2020-04-01,1677,157,103,1417
,Indonesia,2022-02-03,4353370,144320,,
,Indonesia,2022-09-07,6382002,157717,,
,Indonesia,2021-03-27,1492002,40364,1327121,124517
,Indonesia,2022-03-11,5864010,151703,,
,Indonesia,2021-07-31,3409658,94119,2770092,545447
,Indonesia,2020-09-24,262022,10105,191853,60064
,Indonesia,2021-03-13,1414741,38329,1237470,138942
,Indonesia,2022-01-23,4286378,144220,,
,Indonesia,2021-04-21,1620569,44007,1475456,101106
,Indonesia,2022-11-01,6497786,158663,,
,Indonesia,2021-04-20,1614849,43777,1468142,102930
,Indonesia,2022-07-18,6138346,156859,,
,Indonesia,2021-11-17,4251945,143698,,
,Indonesia,2021-03-12,1410134,38229,1231454,140451
,Indonesia,2020-12-31,743198,22138,611097,109963
,Indonesia,2022-02-19,5149021,146202,,
,Indonesia,2021-10-09,4227038,142612,,
,Indonesia,2021-09-20,4192695,140634,,
,Indonesia,2021-12-24,4261412,144047,,
,Indonesia,2022-08-26,6338906,157478,,
,Indonesia,2021-02-05,1134854,31202,926980,176672
,Indonesia,2021-07-19,2911733,74920,2293875,542938
,Indonesia,2022-11-16,6582291,159253,,
,Indonesia,2020-04-07,2738,221,204,2313
,Indonesia,2021-11-01,4244761,143423,,
,Indonesia,2021-08-27,4056354,130781,,
,Indonesia,2022-10-08,6443949,158198,,
,Indonesia,2022-07-03,6093917,156749,,
,Indonesia,2022-10-20,6464962,158380,,
,Indonesia,2021-03-28,1496085,40449,1331400,124236
,Indonesia,2022-02-04,4446694,144453,,
,Indonesia,2022-08-11,6267137,157171,,
,Indonesia,2022-06-23,6074825,156706,,
,Indonesia,2022-05-15,6050776,156458,,
,Indonesia,2021-07-04,2284084,60582,1928274,295228
,Indonesia,2021-08-12,3774155,113664,,
,Indonesia,2022-07-31,6207098,156993,,
,Indonesia,2021-10-21,4237834,143120,,
,Indonesia,2020-09-21,248852,9677,180797,58378
,Indonesia,2022-03-27,5995876,154570,,
,Indonesia,2021-04-08,1552880,42227,1399382,111271
,Indonesia,2022-11-05,6517630,158807,,
,Indonesia,2021-07-21,2983830,77583,2356553,549694
,Indonesia,2020-10-31,410088,13869,337801,58418
,Indonesia,2022-01-06,4264669,144116,,
,Indonesia,2022-05-22,6052590,156522,,
,Indonesia,2021-04-16,1594722,43196,1444229,107297
,Indonesia,2020-12-26,706837,20994,576693,109150
,Indonesia,2020-07-18,84882,4016,43268,37598
,Indonesia,2021-01-18,917015,26282,745935,144798
,Indonesia,2022-10-02,6434585,158132,,
,Indonesia,2020-05-18,18010,1191,4324,12495
,Indonesia,2020-04-18,6248,535,631,5082
,Indonesia,2022-08-20,6311608,157365,,
,Indonesia,2022-08-04,6229315,157060,,
,Indonesia,2021-12-02,4256998,143850,,
,Indonesia,2022-01-30,4343185,144303,,
,Indonesia,2022-04-12,6035358,155717,,
,Indonesia,2021-10-14,4232099,142848,,
,Indonesia,2022-09-29,6429767,158093,,
,Indonesia,2020-06-13,37420,2091,13776,21553
,Indonesia,2022-06-16,6064424,156673,,
,Indonesia,2021-03-06,1373836,37154,1189510,147172
,Indonesia,2022-11-20,6608367,159379,,
,Indonesia,2020-11-21,493308,15774,413955,63579
,Indonesia,2021-02-28,1334634,36166,1142703,155765
,Indonesia,2021-07-14,2670046,69210,2157363,443473
,Indonesia,2021-09-26,4208013,141467,,
,Indonesia,2020-09-13,218382,8723,155010,54649
,Indonesia,2022-10-17,6458101,158327,,
,Indonesia,2021-05-26,1791221,49771,1645263,96187
,Indonesia,2021-10-30,4243835,143388,,
,Indonesia,2021-06-04,1843612,51296,1697543,94773
,Indonesia,2022-03-18,5948610,153411,,
,Indonesia,2022-10-10,6446143,158219,,
,Indonesia,2022-05-06,6047986,156357,,
,Indonesia,2022-07-10,6111305,156791,,
,Indonesia,2021-03-30,1505775,40754,1342695,122326
,Indonesia,2021-02-12,1201859,32656,1004117,165086
,Indonesia,2022-04-27,6045660,156199,,
,Indonesia,2021-12-17,4260148,143986,,
,Indonesia,2021-07-29,3331206,90552,2686170,554484
,Indonesia,2022-08-13,6278332,157208,,
,Indonesia,2021-07-07,2379397,62908,1973388,343101
,Indonesia,2021-12-11,4258980,143929,,
,Indonesia,2022-04-21,6042595,156015,,
,Indonesia,2022-02-07,4542601,144636,,
,Indonesia,2021-08-15,3854354,117588,,
,Indonesia,2020-06-25,50187,2620,20449,27118
,Indonesia,2021-01-27,1024298,28855,831330,164113
,Indonesia,2021-03-15,1425044,38573,1249947,136524
,Indonesia,2022-01-21,4280248,144201,,
,Indonesia,2021-04-23,1632248,44346,1487369,100533
,Indonesia,2022-09-21,6415328,157948,,
,Indonesia,2022-11-03,6507610,158737,,
,Indonesia,2020-08-25,157859,6858,112867,38134
,Indonesia,2021-05-19,1753101,48669,1616603,87829
,Indonesia,2021-11-15,4251076,143670,,
,Indonesia,2020-07-01,57770,2934,25595,29241
,Indonesia,2021-10-07,4224487,142494,,
,Indonesia,2022-08-28,6346304,157500,,
,Indonesia,2020-03-05,2,0,0,
,Indonesia,2021-09-09,4153355,138116,,
,Indonesia,2021-06-21,2004445,54956,1801761,147728
,Indonesia,2022-06-09,6056017,156604,,
,Indonesia,2022-11-13,6561504,159104,,
,Indonesia,2020-06-05,29521,1770,9443,18308
,Indonesia,2020-11-22,497668,15884,418188,63596
,Indonesia,2020-09-01,177571,7505,128057,42009
,Indonesia,2022-02-01,4353370,144320,,
,Indonesia,2020-07-26,98778,4781,56655,37342
,Indonesia,2020-05-26,23165,1418,5877,15870
,Indonesia,2021-05-03,1682004,45949,1535491,100564
,Indonesia,2021-06-11,1894025,52566,1735144,106315
,Indonesia,2020-09-17,232628,9222,166686,56720
,Indonesia,2021-01-11,836718,24343,688739,123636
,Indonesia,2020-11-06,429574,14442,360705,54427
,Indonesia,2021-08-10,3718821,110619,,
,Indonesia,2021-12-27,4261879,144063,,
,Indonesia,2021-10-23,4239396,143176,,
,Indonesia,2022-03-25,5986830,154343,,
,Indonesia,2022-06-25,6078725,156714,,
,Indonesia,2022-07-16,6131413,156839,,
,Indonesia,2020-12-01,543975,17081,454879,72015
,Indonesia,2020-07-21,89869,4320,48466,37083
,Indonesia,2021-01-29,1051795,29518,852260,170017
,Indonesia,2020-12-25,700097,20847,570304,108946
,Indonesia,2022-04-18,6040432,155903,,
,Indonesia,2020-10-19,365240,12617,289243,63380
,Indonesia,2022-07-14,6123753,156827,,
,Indonesia,2021-12-29,4262351,144081,,
,Indonesia,2022-11-19,6603195,159348,,
,Indonesia,2021-08-16,3871738,118833,,
,Indonesia,2021-08-24,4008166,128252,,
,Indonesia,2022-09-30,6431624,158112,,
,Indonesia,2022-05-30,6054633,156586,,
,Indonesia,2020-09-18,236519,9336,170774,56409
,Indonesia,2022-09-22,6417490,157966,,
,Indonesia,2021-01-26,1012350,28468,820356,163526
,Indonesia,2022-01-22,4283453,144206,,
,Indonesia,2020-08-18,143043,6277,96306,40460
,Indonesia,2022-08-12,6273228,157189,,
,Indonesia,2020-06-18,42762,2339,16798,23625
,Indonesia,2020-10-26,392934,13411,317672,61851
,Indonesia,2021-04-24,1636792,44500,1492322,99970
,Indonesia,2022-04-04,6015748,155164,,
,Indonesia,2020-11-26,516753,16352,433649,66752
,Indonesia,2022-02-16,4966046,145622,,
,Indonesia,2021-07-06,2345018,61868,1958553,324597
,Indonesia,2020-05-13,15438,1028,3287,11123
,Indonesia,2021-12-10,4258752,143923,,
,Indonesia,2020-07-13,76981,3656,36689,36636
,Indonesia,2020-10-21,373109,12857,297509,62743
,Indonesia,2022-04-20,6041269,155937,,
,Indonesia,2021-03-14,1419455,38426,1243117,137912
,Indonesia,2022-02-08,4580093,144719,,
,Indonesia,2022-06-08,6056017,156604,,
,Indonesia,2021-10-06,4223094,142413,,
,Indonesia,2020-08-13,132816,5968,87558,39290
,Indonesia,2021-11-16,4251423,143685,,
,Indonesia,2022-09-06,6378489,157696,,
,Indonesia,2022-08-27,6343076,157493,,
,Indonesia,2022-11-27,6650244,159676,,
,Indonesia,2021-02-04,1123105,31001,917306,174798
,Indonesia,2021-07-30,3372374,92311,2730720,549343
,Indonesia,2022-07-21,6154494,156880,,
,Indonesia,2020-09-25,266845,10218,196196,60431
,Indonesia,2022-02-21,5231923,146541,,
,Indonesia,2022-10-03,6435719,158143,,
,Indonesia,2021-10-31,4244358,143405,,
,Indonesia,2022-07-07,6103552,156776,,
,Indonesia,2020-04-16,5516,496,548,4472
,Indonesia,2022-05-11,6048685,156396,,
,Indonesia,2021-07-09,2455912,64631,2023548,367733
,Indonesia,2022-06-28,6084063,156728,,
,Indonesia,2022-08-01,6210794,157004,,
,Indonesia,2021-02-21,1278653,34489,1087076,157088
,Indonesia,2020-12-28,719219,21452,589978,107789
,Indonesia,2021-10-25,4240479,143235,,
,Indonesia,2022-09-23,6419394,157986,,
,Indonesia,2020-03-06,4,0,0,
,Indonesia,2020-03-03,2,0,0,
,Indonesia,2022-10-31,6493079,158631,,
,Indonesia,2022-03-01,5589176,148660,,
,Indonesia,2020-04-26,8882,743,1107,7032
,Indonesia,2020-08-26,160165,6944,115409,37812
,Indonesia,2021-05-11,1723596,47465,1580207,95924
,Indonesia,2021-10-26,4241090,143270,,
,Indonesia,2022-01-28,4319175,144268,,
,Indonesia,2020-05-02,10843,831,1665,8347
,Indonesia,2020-08-23,153535,6680,107500,39355
,Indonesia,2022-09-17,6407123,157884,,
,Indonesia,2021-03-02,1347026,36518,1160863,149645
,Indonesia,2021-08-01,3440396,95723,2809538,535135
,Indonesia,2021-06-28,2135998,57561,1859961,218476
,Indonesia,2022-07-08,6106024,156781,,
,Indonesia,2020-06-04,28818,1721,8892,18205
,Indonesia,2020-06-07,31186,1851,10498,18837
,Indonesia,2020-09-02,180646,7616,129971,43059
,Indonesia,2022-10-25,6475672,158475,,
,Indonesia,2021-04-19,1609300,43567,1461414,104319
,Indonesia,2021-11-06,4247721,143534,,
,Indonesia,2021-09-18,4188529,140323,,
,Indonesia,2020-04-13,4557,399,380,3778
,Indonesia,2021-05-05,1691658,46349,1547092,98217
,Indonesia,2022-04-24,6044150,156100,,
,Indonesia,2022-07-20,6149084,156875,,
,Indonesia,2022-11-11,6550448,159035,,
,Indonesia,2020-12-04,563680,17479,466178,80023
,Indonesia,2022-07-23,6164271,156902,,
,Indonesia,2022-04-15,6038664,155820,,
,Indonesia,2022-04-09,6031636,155597,,
,Indonesia,2020-11-28,527999,16646,441983,69370
,Indonesia,2020-10-04,303498,11151,228453,63894
,Indonesia,2021-05-13,1731652,47716,1589079,94857
,Indonesia,2021-11-03,4246174,143481,,
,Indonesia,2021-11-21,4253412,143739,,
,Indonesia,2022-10-05,6439292,158165,,
,Indonesia,2021-08-21,3967048,125342,,
,Indonesia,2021-10-17,4234758,142952,,
,Indonesia,2020-05-23,21745,1351,5249,15145
,Indonesia,2022-10-06,6441123,158177,,
,Indonesia,2020-07-23,93657,4576,52164,36917
,Indonesia,2021-08-03,3496700,98889,2873669,524142
,Indonesia,2022-10-23,6470961,158429,,
,Indonesia,2021-08-20,3950304,123981,,
,Indonesia,2022-09-09,6387944,157741,,
,Indonesia,2020-09-23,257388,9977,187958,59453
,Indonesia,2022-06-19,6068075,156687,,
,Indonesia,2022-10-22,6469276,158416,,
,Indonesia,2022-09-26,6423873,158036,,
,Indonesia,2020-06-02,27549,1663,7935,17951
,Indonesia,2020-08-02,111455,5236,68975,37244
,Indonesia,2020-09-07,196989,8130,140652,48207
,Indonesia,2021-03-10,1398578,37932,1216433,144213
,Indonesia,2022-03-29,6005646,154882,,
,Indonesia,2020-07-07,66226,3309,30785,32132
,Indonesia,2020-05-04,11587,864,1954,8769
,Indonesia,2022-10-12,6450248,158249,,
,Indonesia,2020-05-07,12776,930,2381,9465
,Indonesia,2020-07-04,62142,3089,28219,30834
,Indonesia,2021-08-14,3833541,116366,,
,Indonesia,2021-04-27,1651794,44939,1506599,100256
,Indonesia,2022-01-09,4266195,144129,,
,Indonesia,2022-01-26,4301193,144254,,
,Indonesia,2020-09-04,187537,7832,134181,45524
,Indonesia,2021-02-07,1157837,31556,949990,176291
,Indonesia,2020-04-02,1790,170,112,1508
,Indonesia,2021-07-17,2832755,72489,2232394,527872
,Indonesia,2020-05-24,22271,1372,5402,15497
,Indonesia,2020-11-04,421731,14259,353282,54190
,Indonesia,2021-01-31,1078314,29998,873221,175095
,Indonesia,2021-03-07,1379662,37266,1194656,147740
,Indonesia,2020-07-05,63749,3171,29105,31473
,Indonesia,2021-04-29,1662868,45334,1517432,100102
,Indonesia,2022-03-05,5723858,149918,,
,Indonesia,2021-07-25,3166505,83279,2509318,573908
,Indonesia,2020-10-22,377541,12959,301006,63576
,Indonesia,2021-06-17,1950276,53753,1771220,125303
,Indonesia,2022-06-01,6055341,156594,,
,Indonesia,2020-09-06,194109,8025,138575,47509
,Indonesia,2020-06-29,55092,2805,23800,28487
,Indonesia,2021-09-29,4213414,141826,,
,Indonesia,2020-06-23,47896,2535,19241,26120
,Indonesia,2022-11-22,6620317,159473,,
,Indonesia,2020-10-28,400483,13612,325793,61078
,Indonesia,2021-01-03,765350,22734,631937,110679
,Indonesia,2020-12-06,575796,17740,474771,83285
,Indonesia,2021-07-10,2491006,65457,2052109,373440
,Indonesia,2021-06-02,1831773,50908,1680501,100364
,Indonesia,2021-02-11,1191990,32381,993117,166492
,Indonesia,2022-06-17,6065644,156679,,
,Indonesia,2020-07-02,59394,2987,26667,29740
,Indonesia,2021-12-18,4260380,143998,,
,Indonesia,2020-12-03,557877,17355,462553,77969
,Indonesia,2020-08-07,121226,5593,77557,38076
,Indonesia,2020-10-12,336716,11935,258519,66262
,Indonesia,2022-04-29,6046467,156240,,
,Indonesia,2021-11-23,4253992,143753,,
,Indonesia,2022-07-25,6172390,156916,,
,Indonesia,2022-02-25,5457775,147586,,
,Indonesia,2020-06-10,34316,1959,12129,20228
,Indonesia,2021-04-14,1583182,42906,1431892,108384
,Indonesia,2022-09-28,6427764,158076,,
,Indonesia,2020-11-01,412784,13943,341942,56899
,Indonesia,2021-10-15,4233014,142889,,
,Indonesia,2020-08-04,115056,5388,72050,37618
,Indonesia,2021-05-22,1758898,48887,1621572,88439
,Indonesia,2021-12-12,4259143,143936,,
,Indonesia,2021-01-08,808340,23753,666883,117704
,Indonesia,2020-03-09,19,0,0,
,Indonesia,2022-05-27,6053894,156565,,
,Indonesia,2022-11-06,6521292,158829,,
,Indonesia,2022-05-19,6051850,156510,,
,Indonesia,2021-01-12,846765,24645,695807,126313
,Indonesia,2021-04-11,1566995,42530,1414507,109958
,Indonesia,2021-11-26,4255268,143796,,
,Indonesia,2021-07-20,2950058,76200,2323666,550192
,Indonesia,2022-08-17,6297484,157296,,
,Indonesia,2021-04-02,1523179,41151,1361017,121011
,Indonesia,2021-05-28,1803361,50100,1654557,98704
,Indonesia,2020-11-15,467113,15211,391991,59911
,Indonesia,2020-12-15,629429,19111,516656,93662
,Indonesia,2022-01-20,4277644,144199,,
,Indonesia,2020-09-22,252923,9837,184298,58788
,Indonesia,2021-06-14,1919547,53116,1751234,115197
,Indonesia,2021-12-15,4259644,143969,,
,Indonesia,2022-07-28,6191664,156957,,
,Indonesia,2021-08-09,3686740,108571,,
,Indonesia,2022-06-11,6056017,156604,,
,Indonesia,2022-09-01,6362902,157591,,
,Indonesia,2022-03-15,5914532,152745,,
,Indonesia,2021-09-04,4123617,135469,,
,Indonesia,2021-01-21,951651,27203,772790,151658
,Indonesia,2021-04-30,1668368,45521,1522634,100213
,Indonesia,2022-04-10,6032707,155626,,
,Indonesia,2021-03-17,1437283,38915,1266673,131695
,Indonesia,2020-11-05,425796,14348,357142,54306
,Indonesia,2022-06-05,6056017,156604,,
,Indonesia,2020-07-06,64958,3241,29919,31798
,Indonesia,2022-05-31,6054973,156591,,
,Indonesia,2022-06-13,6056017,156604,,
,Indonesia,2021-06-07,1863031,51803,1711565,99663
,Indonesia,2021-10-11,4228552,142716,,
,Indonesia,2021-10-05,4221610,142338,,
,Indonesia,2020-05-15,16496,1076,3803,11617
,Indonesia,2022-01-13,4268890,144155,,
,Indonesia,2022-09-03,6369778,157631,,
,Indonesia,2020-03-24,686,55,30,601
,Indonesia,2020-03-13,69,4,2,
,Indonesia,2021-03-23,1471225,39865,1304921,126439
,Indonesia,2022-08-21,6315557,157377,,
,Indonesia,2020-05-21,20162,1278,4838,14046
,Indonesia,2022-05-09,6048685,156396,,
,Indonesia,2022-01-02,4263168,144097,,
,Indonesia,2020-07-15,80094,3797,39050,37247
,Indonesia,2021-02-26,1322866,35786,1128672,158408
,Indonesia,2021-06-30,2178272,58491,1880413,239368
,Indonesia,2020-10-25,389712,13299,313764,62649
,Indonesia,2022-10-14,6453864,158281,,
,Indonesia,2022-02-10,4667554,144858,,
,Indonesia,2020-06-26,51427,2683,21333,27411
,Indonesia,2020-12-19,657948,19659,536260,102029
,Indonesia,2020-12-11,605243,18511,496886,89846
,Indonesia,2022-07-30,6202893,156983,,
,Indonesia,2021-11-12,4250157,143628,,
,Indonesia,2021-11-20,4253098,143728,,
,Indonesia,2020-10-11,333449,11844,255027,66578
,Indonesia,2020-11-11,448118,14836,378982,54300
,Indonesia,2021-11-04,4246802,143500,,
,Indonesia,2022-07-22,6159328,156893,,
,Indonesia,2021-02-24,1306141,35254,1112725,158162
,Indonesia,2020-09-28,278722,10473,206870,61379
,Indonesia,2022-02-12,4763252,145065,,
,Indonesia,2021-05-06,1697305,46496,1552532,98277
,Indonesia,2022-04-08,6030168,155556,,
,Indonesia,2021-05-14,1734285,47823,1592886,93576
,Indonesia,2022-02-20,5197505,146365,,
,Indonesia,2022-04-16,6039266,155844,,
,Indonesia,2020-08-28,165887,7169,120900,37818
,Indonesia,2020-07-28,102051,4901,60539,36611
,Indonesia,2020-05-28,24538,1496,6240,16802
,Indonesia,2020-06-28,54010,2754,22936,28320
,Indonesia,2020-10-16,353461,12347,277544,63570
,Indonesia,2022-05-10,6048685,156396,,
,Indonesia,2020-03-28,1155,102,59,994
,Indonesia,2022-01-18,4273783,144183,,
,Indonesia,2020-11-16,470648,15296,395443,59909
,Indonesia,2021-08-04,3532567,100636,2907920,524011
,Indonesia,2020-12-16,636154,19248,521984,94922
,Indonesia,2021-02-16,1233959,33596,1039674,160689
,Indonesia,2021-07-26,3194733,84766,2549692,560275
